ID,spell_used,trap_used,character,position,location,assists,damage_amount,towers_damage,rooms_damage,deaths,money_total,kill_death_ratio,kills_total,level,controlling_time,total_damage,earned_damage,special_enemy_killed,room_kills,main_score,target
3514,4,12,Karma,Side.red,Lane.top_lane,11.0,2590,5385,2590,4,13358,3.75,4,17,32,169372,17672,231,2,25,True
3515,4,1,Ezreal,Side.red,Lane.bot_lane,3.0,2116,9084,2116,6,9636,2.1666666666666665,10,12,0,106075,14212,165,0,13,False
3516,3,14,Yuumi,Side.blue,Lane.utility,22.0,175,1105,175,6,9971,4.333333333333333,4,15,21,16577,17117,5,0,48,True
3517,11,4,Qiyana,Side.red,Lane.jungle,7.0,1233,17114,1233,7,13086,2.0,7,16,29,222193,32507,48,0,39,False
3518,12,4,Sett,Side.blue,Lane.top_lane,9.0,5846,10531,5846,8,13339,2.5,11,15,28,110329,36172,141,3,34,True
3519,4,7,Jinx,Side.red,Lane.bot_lane,2.0,112,280,112,5,6722,0.6,1,11,8,80341,12661,164,0,9,False
3520,12,4,Aatrox,Side.blue,Lane.top_lane,12.0,6999,12547,6999,3,15425,7.0,9,17,29,157234,31510,188,4,24,True
3521,4,1,Varus,Side.red,Lane.bot_lane,1.0,3873,17046,3873,1,9747,2.0,1,13,8,133313,6535,191,2,12,True
3522,4,12,Leblanc,Side.blue,Lane.mid_lane,10.0,2179,3079,2179,7,16932,3.0,11,18,15,198309,40827,236,1,34,False
3523,7,4,Senna,Side.red,Lane.bot_lane,22.0,7175,16640,7175,4,15038,7.75,9,16,12,123181,19333,154,2,24,True
3524,4,3,Bard,Side.red,Lane.utility,24.0,754,3995,754,6,8997,4.833333333333333,5,13,34,17564,14333,29,0,98,True
3525,11,6,Singed,Side.red,Lane.jungle,6.0,0,8463,0,8,9682,1.375,5,13,18,107369,26864,39,0,23,False
3526,7,4,Lulu,Side.red,Lane.utility,3.0,453,841,453,3,4226,1.0,0,8,14,7136,6970,15,0,39,False
3527,4,14,Lulu,Side.red,Lane.jungle,20.0,1602,1602,1602,9,9194,2.333333333333333,1,14,42,19614,21296,25,0,83,False
3528,11,4,Nidalee,Side.blue,Lane.jungle,5.0,2805,26531,2805,5,13082,3.0,10,15,4,164061,25427,26,4,39,True
3529,4,14,Pyke,Side.red,Lane.utility,13.0,2149,2825,2149,4,16692,6.0,11,18,28,33183,30543,60,0,174,True
3530,12,4,TwistedFate,Side.blue,Lane.mid_lane,18.0,3014,6784,3014,6,15892,4.0,6,18,41,205007,23752,234,1,27,True
3531,4,11,Talon,Side.blue,Lane.jungle,5.0,0,16593,0,8,9256,1.125,4,14,2,144447,25747,32,0,13,False
3532,14,4,Akshan,Side.blue,Lane.mid_lane,1.0,231,231,231,8,8186,0.5,3,13,0,85858,12677,153,1,9,False
3533,12,4,Corki,Side.blue,Lane.mid_lane,10.0,2376,8747,2376,10,11198,1.5,5,15,4,102877,19757,150,1,20,True
3534,11,4,LeeSin,Side.blue,Lane.jungle,9.0,2238,34240,2238,3,11599,5.666666666666667,8,14,17,131333,23496,15,4,30,True
3535,4,21,Jhin,Side.blue,Lane.bot_lane,14.0,6333,9153,6333,1,13728,18.0,4,15,23,192923,21499,269,3,39,True
3536,4,12,Galio,Side.blue,Lane.mid_lane,10.0,4632,5494,4632,3,8680,4.666666666666667,4,12,19,83641,9364,120,2,12,True
3537,21,4,Velkoz,Side.blue,Lane.mid_lane,8.0,4003,13491,4003,4,17562,5.75,15,18,21,188926,20064,246,2,40,True
3538,4,14,Akshan,Side.red,Lane.top_lane,4.0,2519,4139,2519,4,13180,4.0,12,13,2,123953,13236,146,1,9,True
3539,4,14,Bard,Side.blue,Lane.utility,11.0,77,464,77,8,8149,1.75,3,12,40,27946,21722,27,0,79,False
3540,12,14,Fizz,Side.red,Lane.top_lane,6.0,4800,7801,4800,12,15166,0.8333333333333334,4,18,18,157986,34364,229,3,27,False
3541,3,4,Nami,Side.blue,Lane.utility,10.0,328,328,328,9,5297,1.2222222222222223,1,9,28,9275,13874,6,0,50,False
3542,4,11,Nidalee,Side.red,Lane.jungle,15.0,0,8753,0,8,13785,3.375,12,15,3,159376,35250,31,0,46,False
3543,4,12,Orianna,Side.blue,Lane.mid_lane,8.0,4932,6707,4932,1,12213,12.0,4,16,19,160940,10029,235,4,40,True
3544,4,14,Yasuo,Side.blue,Lane.mid_lane,6.0,439,10199,439,3,11574,4.666666666666667,8,15,14,148720,14585,181,0,13,True
3545,4,12,Kennen,Side.blue,Lane.top_lane,11.0,5189,5189,5189,9,15631,2.6666666666666665,13,16,24,153792,24941,170,2,36,False
3546,12,4,Aatrox,Side.blue,Lane.mid_lane,3.0,0,0,0,8,6973,0.5,1,12,11,65218,21985,131,0,8,False
3547,4,7,Ezreal,Side.red,Lane.bot_lane,4.0,1832,4448,1832,7,11745,1.2857142857142858,5,14,3,179805,16542,205,1,18,False
3548,4,14,Vex,Side.red,Lane.mid_lane,11.0,3642,3721,3642,2,12269,8.5,6,16,34,135156,13424,219,3,30,True
3549,6,4,Warwick,Side.red,Lane.top_lane,1.0,0,0,0,7,6214,0.5714285714285714,3,12,15,61534,18403,102,0,11,False
3550,4,12,Gragas,Side.red,Lane.top_lane,5.0,3833,7517,3833,9,14115,1.2222222222222223,6,17,54,187057,36755,210,2,54,False
3551,4,12,Akali,Side.red,Lane.mid_lane,8.0,0,2512,0,9,12063,1.2222222222222223,3,16,2,153379,36030,229,0,21,False
3552,4,11,Viego,Side.red,Lane.jungle,7.0,548,21353,548,5,12355,3.6,11,14,17,145269,31978,44,0,16,False
3553,7,4,Jhin,Side.blue,Lane.bot_lane,6.0,6901,19300,6901,5,12305,2.4,6,15,20,181215,17148,185,3,18,True
3554,4,11,Viego,Side.blue,Lane.jungle,10.0,5846,37326,5846,4,12885,5.25,11,14,23,148003,32029,27,3,23,True
3555,4,14,Zed,Side.red,Lane.mid_lane,8.0,2646,9800,2646,4,15460,5.75,15,17,8,179755,21907,187,2,13,True
3556,4,12,Syndra,Side.red,Lane.mid_lane,13.0,4295,11073,4295,2,14144,9.0,5,17,23,184170,13748,226,3,11,True
3557,14,6,Vladimir,Side.red,Lane.mid_lane,2.0,940,2858,940,10,9576,0.6,4,13,3,111302,27135,146,0,33,False
3558,12,4,Graves,Side.red,Lane.top_lane,9.0,7028,23749,7028,3,13676,5.666666666666667,8,17,20,188132,21522,223,4,27,True
3559,4,3,Karthus,Side.blue,Lane.mid_lane,3.0,440,9241,440,5,10069,1.4,4,14,13,123463,13839,196,0,15,False
3560,4,7,Sivir,Side.red,Lane.bot_lane,6.0,2453,3675,2453,4,12661,2.5,4,15,0,190650,17699,284,1,28,False
3561,3,14,Yuumi,Side.red,Lane.utility,3.0,521,521,521,3,4958,1.3333333333333333,1,9,11,8042,6463,2,0,33,False
3562,14,4,Bard,Side.blue,Lane.utility,5.0,0,0,0,6,6013,1.1666666666666667,2,11,13,8090,12291,25,0,46,False
3563,12,4,Kennen,Side.red,Lane.top_lane,8.0,5130,16984,5130,5,14164,3.6,10,16,17,130204,21175,201,3,33,True
3564,4,12,Vex,Side.blue,Lane.mid_lane,8.0,1026,1550,1026,5,12476,3.0,7,16,24,177598,15314,245,1,40,False
3565,14,12,Ekko,Side.red,Lane.mid_lane,2.0,5680,8901,5680,5,11777,1.6,6,15,4,139400,20608,192,3,18,True
3566,12,14,Camille,Side.blue,Lane.top_lane,9.0,2885,9288,2885,5,10570,2.6,4,15,16,104685,25203,190,2,17,True
3567,4,12,Jayce,Side.red,Lane.top_lane,4.0,2094,5526,2094,7,9450,1.2857142857142858,5,13,9,120983,19304,161,1,9,False
3568,11,4,JarvanIV,Side.red,Lane.jungle,11.0,1880,39804,1880,3,13056,7.0,10,15,18,143843,29817,19,0,31,True
3569,12,4,Camille,Side.red,Lane.top_lane,12.0,8270,12925,8270,4,17737,4.75,7,18,30,229080,37532,248,2,30,True
3570,6,12,TahmKench,Side.blue,Lane.top_lane,6.0,5089,5089,5089,6,8644,1.0,0,15,14,99687,29329,168,2,7,True
3571,12,4,Ekko,Side.blue,Lane.mid_lane,4.0,1707,1707,1707,8,9465,1.125,5,13,31,99620,25063,147,1,14,False
3572,4,12,Heimerdinger,Side.blue,Lane.bot_lane,4.0,2159,7756,2159,5,11115,1.6,4,13,19,138210,10109,200,1,27,False
3573,4,3,Lucian,Side.red,Lane.bot_lane,8.0,2936,11763,2936,3,7838,4.0,4,11,1,82350,10271,122,2,12,True
3574,14,4,Nami,Side.blue,Lane.utility,16.0,3086,3987,3086,2,12312,13.5,11,14,36,28329,16141,11,1,52,True
3575,4,11,Gragas,Side.blue,Lane.jungle,12.0,969,23600,969,5,11817,4.0,8,17,26,184653,33931,46,0,46,True
3576,4,14,Bard,Side.blue,Lane.utility,16.0,651,3947,651,5,8531,4.0,4,12,24,18274,15702,13,0,53,True
3577,7,4,Janna,Side.red,Lane.utility,2.0,124,470,124,9,3715,0.2222222222222222,0,8,17,9387,13087,5,0,33,False
3578,12,4,Aatrox,Side.blue,Lane.top_lane,1.0,3637,5980,3637,2,9299,2.0,3,14,13,108066,10921,188,2,21,True
3579,4,12,Yone,Side.blue,Lane.mid_lane,10.0,2595,4439,2595,1,12429,19.0,9,14,20,127188,14502,153,1,17,True
3580,4,14,Thresh,Side.red,Lane.utility,19.0,156,822,156,4,8627,5.0,1,13,28,20789,13943,37,0,82,True
3581,4,11,Viego,Side.red,Lane.jungle,13.0,3298,23716,3298,5,16432,5.8,16,17,23,190155,41954,38,1,32,True
3582,4,11,Zac,Side.blue,Lane.jungle,7.0,0,18915,0,3,8733,3.0,2,14,34,140356,30819,21,0,16,False
3583,11,4,XinZhao,Side.blue,Lane.jungle,4.0,0,9276,0,8,8447,0.75,2,13,15,108577,33847,26,0,14,False
3584,12,4,Jayce,Side.red,Lane.mid_lane,13.0,10315,14836,10315,2,12894,9.0,5,15,8,142695,13729,188,3,28,True
3585,14,4,Rakan,Side.blue,Lane.utility,17.0,1279,1620,1279,1,7743,20.0,3,12,11,10260,7798,17,0,78,True
3586,4,3,Twitch,Side.red,Lane.bot_lane,5.0,3755,7958,3755,4,13878,4.5,13,13,9,118957,11713,165,1,18,True
3587,11,4,XinZhao,Side.red,Lane.jungle,8.0,1812,26479,1812,10,8665,1.1,3,14,25,115321,47388,12,2,19,True
3588,6,11,Hecarim,Side.blue,Lane.jungle,20.0,895,28520,895,7,16077,3.571428571428572,5,18,31,287467,57199,52,1,41,False
3589,4,12,Irelia,Side.red,Lane.top_lane,3.0,0,5722,0,12,11768,0.5833333333333334,4,15,16,153692,32490,229,0,25,False
3590,4,7,Sona,Side.red,Lane.utility,7.0,383,617,383,8,6881,1.125,2,11,12,16741,19939,19,0,52,False
3591,12,4,Chogath,Side.blue,Lane.top_lane,8.0,403,6326,403,3,11700,5.0,7,15,65,134909,21704,180,0,26,True
3592,4,3,Kaisa,Side.red,Lane.bot_lane,8.0,4412,12256,4412,8,12335,2.25,10,14,6,127370,17144,162,0,15,True
3593,11,4,Nidalee,Side.blue,Lane.jungle,4.0,3318,40779,3318,5,14224,2.4,8,16,7,238407,26271,37,1,35,False
3594,4,14,Yasuo,Side.blue,Lane.mid_lane,7.0,6206,16024,6206,4,12372,5.0,13,14,20,128141,18629,138,3,24,True
3595,4,12,Yasuo,Side.red,Lane.top_lane,5.0,5217,18409,5217,0,8982,7.0,2,13,16,117532,10494,157,1,12,True
3596,4,7,Varus,Side.red,Lane.bot_lane,5.0,1651,9361,1651,1,9092,13.0,8,12,14,72230,8702,121,2,23,True
3597,14,4,Gragas,Side.blue,Lane.utility,13.0,737,5824,737,6,8380,2.833333333333333,4,14,32,29611,24626,41,0,60,True
3598,12,4,Lux,Side.blue,Lane.mid_lane,13.0,2613,4422,2613,5,10298,3.2,3,15,31,119244,10827,190,1,28,True
3599,11,4,Kayn,Side.red,Lane.jungle,3.0,1959,4635,1959,8,9696,1.0,5,13,13,118041,28870,66,1,24,False
3600,4,3,Aphelios,Side.blue,Lane.bot_lane,7.0,6378,17270,6378,11,14837,1.0909090909090908,5,16,30,231395,34179,234,3,24,False
3601,4,12,Lissandra,Side.blue,Lane.mid_lane,15.0,0,1465,0,9,13697,2.555555555555556,8,16,51,165067,28919,220,0,32,False
3602,4,12,Gragas,Side.blue,Lane.mid_lane,4.0,3744,3744,3744,2,10545,6.5,9,14,31,116732,16585,171,1,14,True
3603,14,4,Karma,Side.red,Lane.utility,6.0,1131,1131,1131,8,5166,0.875,1,9,19,22555,10306,16,0,31,False
3604,4,14,Yasuo,Side.blue,Lane.mid_lane,5.0,8865,8865,8865,5,11814,2.4,7,14,9,151417,16708,184,3,22,True
3605,4,3,Jhin,Side.blue,Lane.bot_lane,11.0,5569,10827,5569,6,14128,3.333333333333333,9,16,19,166108,18617,227,2,17,True
3606,12,4,Kayle,Side.blue,Lane.top_lane,4.0,3117,4137,3117,4,9226,2.25,5,14,6,95329,14273,171,1,20,True
3607,3,4,Syndra,Side.blue,Lane.mid_lane,7.0,237,1028,237,10,8342,0.8,1,13,21,105105,18005,167,0,22,False
3608,4,12,DrMundo,Side.blue,Lane.top_lane,15.0,2128,2213,2128,9,13389,2.4444444444444446,7,17,21,114238,69904,134,0,14,True
3609,7,4,Zilean,Side.blue,Lane.utility,15.0,0,248,0,5,8115,3.4,2,15,12,14155,20726,24,0,88,False
3610,4,7,Janna,Side.red,Lane.utility,24.0,2404,3995,2404,5,10113,4.8,0,15,56,48702,24846,29,0,81,True
3611,4,3,Lucian,Side.blue,Lane.bot_lane,4.0,5189,5189,5189,6,9969,1.6666666666666667,6,12,2,83913,10600,152,4,10,True
3612,12,6,TahmKench,Side.blue,Lane.top_lane,16.0,2531,2531,2531,2,8350,8.5,1,14,31,64502,28661,132,0,12,True
3613,11,4,LeeSin,Side.blue,Lane.jungle,5.0,2717,23159,2717,2,9873,7.5,10,12,8,117708,14458,30,2,20,True
3614,4,12,Sett,Side.red,Lane.top_lane,3.0,1741,3814,1741,4,8123,1.5,3,13,21,72381,21529,126,1,23,True
3615,4,7,Sivir,Side.blue,Lane.bot_lane,3.0,1936,6621,1936,1,13348,7.0,4,15,4,204744,11020,288,1,31,False
3616,4,12,Kassadin,Side.blue,Lane.mid_lane,9.0,7606,10100,7606,7,15053,3.0,12,16,19,169475,22511,182,3,25,True
3617,4,3,Karthus,Side.blue,Lane.bot_lane,12.0,0,2317,0,14,14554,1.4285714285714286,8,16,30,188634,22649,227,0,6,False
3618,4,12,Lucian,Side.blue,Lane.mid_lane,5.0,6474,21035,6474,3,13423,6.333333333333333,14,15,1,153635,16860,169,2,32,True
3619,11,14,Talon,Side.red,Lane.jungle,5.0,1839,21856,1839,6,15050,3.333333333333333,15,16,4,211480,31126,30,0,25,True
3620,4,12,Veigar,Side.blue,Lane.mid_lane,1.0,3291,3291,3291,2,10452,6.5,12,13,10,84656,9333,146,1,15,True
3621,4,7,Aphelios,Side.blue,Lane.bot_lane,2.0,5245,14455,5245,2,13031,5.5,9,14,21,171651,16083,204,2,22,True
3622,11,4,Zed,Side.blue,Lane.jungle,9.0,119,22326,119,1,10846,12.0,3,14,4,146647,22542,21,1,30,True
3623,4,14,Garen,Side.blue,Lane.top_lane,2.0,7553,12813,7553,4,14751,3.0,10,16,36,163601,25968,202,3,26,True
3624,4,7,Aphelios,Side.red,Lane.bot_lane,7.0,6226,16947,6226,3,13521,6.0,11,15,8,153386,11228,196,2,15,True
3625,12,4,Xerath,Side.blue,Lane.bot_lane,6.0,3102,5072,3102,4,9407,3.25,7,12,26,85751,9081,149,0,12,True
3626,4,12,Syndra,Side.red,Lane.mid_lane,4.0,3291,3730,3291,8,16536,1.625,9,18,19,281273,23956,298,2,36,True
3627,4,14,Leblanc,Side.blue,Lane.mid_lane,2.0,1089,1089,1089,1,7911,4.0,2,13,7,75424,9747,171,0,24,True
3628,4,6,Riven,Side.red,Lane.top_lane,1.0,309,2940,309,4,11032,1.0,3,16,16,142960,17586,225,0,17,False
3629,14,4,Nautilus,Side.blue,Lane.utility,9.0,0,0,0,9,4964,1.0,0,10,40,16564,15194,42,0,31,False
3630,14,11,Shaco,Side.blue,Lane.jungle,6.0,0,12103,0,8,10836,1.5,6,14,30,153030,25437,21,0,23,False
3631,12,4,Corki,Side.blue,Lane.mid_lane,8.0,201,7511,201,2,21456,11.0,14,18,6,307006,27143,291,0,58,True
3632,4,3,Jhin,Side.red,Lane.bot_lane,4.0,1699,2257,1699,6,9018,1.5,5,11,18,85547,12931,141,1,12,False
3633,4,14,Qiyana,Side.blue,Lane.bot_lane,9.0,8421,18058,8421,7,16079,2.4285714285714284,8,17,15,205245,22745,226,3,21,True
3634,12,4,Jayce,Side.blue,Lane.top_lane,5.0,2328,6578,2328,6,9610,1.1666666666666667,2,15,10,122979,18782,202,0,32,False
3635,4,11,Nidalee,Side.red,Lane.jungle,11.0,11561,37198,11561,2,15007,11.5,12,16,2,227570,26820,40,3,31,True
3636,4,7,Xayah,Side.red,Lane.bot_lane,1.0,800,800,800,2,5217,0.5,0,9,2,60824,7032,127,0,11,False
3637,12,4,TwistedFate,Side.blue,Lane.mid_lane,4.0,578,707,578,5,8050,1.4,3,12,36,91164,14928,156,0,15,False
3638,14,4,Yasuo,Side.red,Lane.mid_lane,4.0,3430,8702,3430,4,11979,1.75,3,15,11,172296,18660,225,2,21,False
3639,4,6,Tryndamere,Side.red,Lane.top_lane,0.0,2606,4279,2606,7,12243,0.8571428571428571,6,15,8,140553,37915,220,1,30,False
3640,4,7,Janna,Side.blue,Lane.utility,13.0,249,845,249,2,5061,6.5,0,9,21,7883,5902,9,0,37,True
3641,4,14,Rakan,Side.blue,Lane.jungle,8.0,437,437,437,7,7014,1.7142857142857142,4,10,20,9824,14274,9,0,52,False
3642,4,14,Viego,Side.blue,Lane.mid_lane,6.0,2357,9662,2357,4,10702,2.25,3,15,13,129743,23123,196,1,32,False
3643,4,12,Irelia,Side.blue,Lane.top_lane,10.0,3376,3928,3376,3,12658,5.333333333333333,6,16,20,167016,34529,229,1,32,True
3644,7,4,Tristana,Side.blue,Lane.bot_lane,5.0,9995,21721,9995,9,17797,0.8888888888888888,3,17,7,357732,25301,327,4,35,False
3645,11,4,JarvanIV,Side.blue,Lane.jungle,14.0,3116,18937,3116,7,13003,2.857142857142857,6,16,30,157279,40058,29,1,30,True
3646,4,14,Morgana,Side.blue,Lane.utility,11.0,0,2106,0,4,8153,3.0,1,13,63,18058,18060,32,0,91,True
3647,4,11,LeeSin,Side.red,Lane.jungle,8.0,1360,18345,1360,7,12795,1.8571428571428568,5,16,20,181011,44107,43,0,57,False
3648,4,14,Leona,Side.blue,Lane.utility,14.0,1362,1682,1362,4,7404,3.75,1,13,37,25021,11497,32,1,48,True
3649,14,4,Sona,Side.red,Lane.utility,7.0,613,613,613,6,7000,1.5,2,11,8,16395,16736,21,0,52,False
3650,4,12,Jayce,Side.red,Lane.top_lane,2.0,5642,7563,5642,5,12873,1.4,5,16,8,180340,23850,241,1,30,False
3651,3,4,Lucian,Side.blue,Lane.bot_lane,5.0,813,7885,813,6,15759,2.6666666666666665,11,16,3,209635,17203,260,1,33,False
3652,4,14,Nami,Side.blue,Lane.utility,24.0,1511,1948,1511,6,8945,4.166666666666667,1,13,31,17352,13310,17,1,77,True
3653,4,3,Twitch,Side.red,Lane.bot_lane,10.0,10115,12762,10115,9,17293,2.7777777777777777,15,16,13,203682,23013,213,5,36,False
3654,4,11,RekSai,Side.blue,Lane.jungle,7.0,1024,25483,1024,6,9921,1.6666666666666667,3,15,16,156311,27017,10,1,29,True
3655,14,4,Ekko,Side.red,Lane.mid_lane,6.0,2617,12679,2617,10,16817,1.7,11,17,14,215095,34748,233,1,27,False
3656,4,14,Vex,Side.blue,Lane.mid_lane,6.0,1827,2042,1827,7,12937,2.2857142857142856,10,14,46,120923,20830,169,1,23,False
3657,4,3,Kaisa,Side.blue,Lane.bot_lane,3.0,895,2405,895,3,7594,1.0,0,12,1,73366,8879,175,0,17,False
3658,4,12,Fiora,Side.blue,Lane.mid_lane,1.0,4861,6240,4861,11,10612,0.8181818181818182,8,13,9,97654,33313,119,1,18,False
3659,3,4,Lucian,Side.blue,Lane.bot_lane,10.0,1599,10433,1599,5,13663,4.0,10,15,2,149613,14911,200,0,25,True
3660,7,4,Aphelios,Side.red,Lane.bot_lane,8.0,9265,11014,9265,4,9722,3.5,6,11,11,71317,12747,121,3,10,True
3661,7,4,Sivir,Side.blue,Lane.bot_lane,6.0,0,1284,0,6,12991,1.5,3,16,0,186506,18933,241,0,13,False
3662,4,3,Aphelios,Side.red,Lane.bot_lane,4.0,7018,20564,7018,6,13271,1.0,2,15,11,161013,19572,235,3,36,True
3663,14,4,Yone,Side.red,Lane.mid_lane,8.0,3128,9125,3128,7,14819,4.0,20,16,41,137981,24172,151,2,15,True
3664,4,12,Syndra,Side.blue,Lane.mid_lane,3.0,5292,8245,5292,5,12654,2.6,10,16,30,124982,14721,201,1,26,True
3665,14,4,Braum,Side.blue,Lane.utility,6.0,0,452,0,5,5294,1.6,2,10,24,16947,13521,21,0,19,False
3666,4,12,Viktor,Side.blue,Lane.mid_lane,5.0,4308,4946,4308,3,10686,3.333333333333333,5,13,13,97005,10346,162,1,22,True
3667,4,12,Fiora,Side.red,Lane.top_lane,5.0,3629,3629,3629,8,11162,1.0,3,16,5,121304,26537,190,0,18,True
3668,4,14,Rumble,Side.blue,Lane.mid_lane,7.0,3539,5268,3539,4,11828,3.5,7,15,16,125100,21101,186,1,24,True
3669,3,4,Ezreal,Side.blue,Lane.bot_lane,4.0,719,2421,719,6,7769,1.3333333333333333,4,10,1,65401,14993,126,0,13,False
3670,4,12,Ezreal,Side.blue,Lane.mid_lane,8.0,4453,8956,4453,5,15491,3.6,10,15,11,186206,19653,204,2,24,False
3671,4,6,Tryndamere,Side.red,Lane.mid_lane,8.0,6374,12634,6374,4,12771,3.75,7,15,8,144413,35029,191,1,23,True
3672,7,4,Kaisa,Side.blue,Lane.bot_lane,5.0,1546,3030,1546,6,8107,0.8333333333333334,0,12,0,104398,14886,174,0,38,False
3673,4,7,Caitlyn,Side.blue,Lane.bot_lane,4.0,9576,9576,9576,6,12276,2.0,8,14,11,134599,12974,197,5,27,True
3674,4,14,Lux,Side.blue,Lane.utility,19.0,1178,4433,1178,6,12024,4.0,5,15,57,62693,16853,32,0,78,True
3675,4,12,Sion,Side.blue,Lane.top_lane,7.0,8080,14704,8080,4,10300,2.25,2,15,22,141196,16461,176,3,17,True
3676,12,4,Sion,Side.blue,Lane.top_lane,2.0,945,945,945,6,4951,0.3333333333333333,0,10,26,58503,18366,97,0,16,False
3677,4,14,Darius,Side.blue,Lane.mid_lane,1.0,1918,5932,1918,3,8683,1.0,2,13,14,107366,18424,195,0,11,False
3678,14,4,Yone,Side.red,Lane.mid_lane,3.0,2291,7056,2291,2,9913,5.0,7,14,15,117071,14104,167,1,16,True
3679,4,12,Fiora,Side.blue,Lane.top_lane,5.0,0,912,0,10,7304,0.5,0,13,8,73318,27926,156,0,19,False
3680,12,4,Graves,Side.red,Lane.top_lane,6.0,6616,16500,6616,2,12606,6.5,7,16,12,141359,14813,210,4,18,True
3681,4,14,Lulu,Side.blue,Lane.utility,12.0,0,589,0,9,8068,1.7777777777777777,4,12,23,13971,20753,11,0,51,False
3682,14,4,Rell,Side.blue,Lane.utility,5.0,0,0,0,11,5241,0.5454545454545454,1,10,23,15476,17663,28,0,26,False
3683,4,12,Sylas,Side.red,Lane.mid_lane,7.0,2940,6199,2940,4,13706,5.0,13,15,34,121177,23837,166,1,23,True
3684,4,11,Nidalee,Side.blue,Lane.jungle,10.0,4523,39540,4523,1,11576,17.0,7,15,1,156868,23469,31,3,33,True
3685,14,4,Trundle,Side.blue,Lane.utility,25.0,4058,7948,4058,8,10256,3.5,3,14,34,37886,37860,42,0,69,True
3686,14,11,Talon,Side.blue,Lane.jungle,1.0,0,7805,0,4,7967,0.75,2,13,3,136146,20420,26,0,30,False
3687,11,4,Qiyana,Side.blue,Lane.jungle,5.0,432,29271,432,5,14053,3.8,14,16,23,209841,28452,43,1,36,True
3688,4,7,Caitlyn,Side.blue,Lane.bot_lane,13.0,15678,26468,15678,7,16939,3.571428571428572,12,17,29,262140,20796,263,3,20,True
3689,4,14,Teemo,Side.red,Lane.top_lane,3.0,1017,16311,1017,6,11843,0.8333333333333334,2,17,29,181789,22777,212,0,31,True
3690,4,7,Jinx,Side.red,Lane.bot_lane,2.0,112,280,112,5,6722,0.6,1,11,8,80341,12661,164,0,9,False
3691,4,12,Kassadin,Side.red,Lane.mid_lane,3.0,2329,2731,2329,1,8536,6.0,3,12,13,82891,9039,154,0,12,True
3692,12,4,Renekton,Side.blue,Lane.top_lane,1.0,0,0,0,5,5041,0.4,1,10,10,60086,17646,110,0,3,False
3693,4,14,Twitch,Side.blue,Lane.bot_lane,5.0,5478,9357,5478,7,12933,1.8571428571428568,8,15,24,160598,22040,203,1,26,False
3694,4,14,Leona,Side.red,Lane.utility,19.0,228,912,228,12,8920,1.5833333333333333,0,14,64,24005,27946,33,0,91,False
3695,4,7,MissFortune,Side.red,Lane.bot_lane,8.0,7956,10638,7956,6,11308,2.1666666666666665,5,13,9,119476,16522,166,4,22,False
3696,4,11,Evelynn,Side.red,Lane.jungle,7.0,1189,12977,1189,4,11872,3.75,8,15,10,149261,24618,49,1,29,False
3697,4,7,Aphelios,Side.blue,Lane.bot_lane,9.0,12226,12226,12226,2,14884,12.5,16,13,15,154463,21219,201,3,14,True
3698,4,3,Zilean,Side.red,Lane.utility,25.0,514,514,514,5,9305,5.6,3,15,30,27953,21912,39,0,71,True
3699,4,7,Vayne,Side.blue,Lane.top_lane,3.0,6076,14809,6076,2,13894,5.5,8,15,3,146827,6866,210,2,24,True
3700,4,14,Alistar,Side.blue,Lane.utility,9.0,343,343,343,8,9270,1.625,4,12,45,19457,21577,29,0,100,False
3701,14,4,Pantheon,Side.red,Lane.top_lane,5.0,5531,9775,5531,2,11469,7.5,10,13,19,98656,15194,136,2,12,True
3702,4,6,Vladimir,Side.blue,Lane.mid_lane,1.0,297,2625,297,2,8050,1.5,2,12,1,88000,21192,154,0,20,False
3703,12,4,Kassadin,Side.blue,Lane.mid_lane,3.0,801,801,801,6,8527,1.5,6,13,13,64733,19084,131,0,10,False
3704,11,4,JarvanIV,Side.red,Lane.jungle,18.0,2184,18263,2184,3,11952,7.333333333333333,4,15,15,143899,24718,36,1,35,True
3705,4,12,Malphite,Side.red,Lane.top_lane,6.0,0,0,0,11,5832,0.6363636363636364,1,12,24,49782,19460,82,0,19,False
3706,4,12,Graves,Side.blue,Lane.top_lane,9.0,10508,33223,10508,6,17509,2.5,6,18,21,310504,32730,291,3,36,True
3707,4,14,Rell,Side.red,Lane.utility,15.0,314,1525,314,4,7298,3.75,0,12,31,19704,11212,32,0,58,True
3708,4,14,Nautilus,Side.blue,Lane.utility,1.0,0,1139,0,7,4033,0.2857142857142857,1,8,17,13905,12419,25,0,21,False
3709,14,4,Pyke,Side.red,Lane.utility,7.0,1515,1515,1515,12,12448,1.25,8,13,24,33555,27596,53,1,140,True
3710,14,4,Zed,Side.red,Lane.mid_lane,3.0,5076,5076,5076,3,11327,3.6666666666666665,8,14,4,113478,9307,167,2,11,True
3711,12,4,MonkeyKing,Side.red,Lane.top_lane,5.0,6356,10586,6356,5,13208,2.8,9,15,12,112517,27218,177,2,21,True
3712,14,4,Karma,Side.red,Lane.utility,8.0,0,1010,0,3,6757,4.0,4,9,18,14690,9289,14,0,43,True
3713,4,14,Sona,Side.blue,Lane.utility,9.0,1816,3756,1816,3,6372,3.6666666666666665,2,11,3,14189,8113,7,2,40,True
