ID,Text,target
4818,i even had a deep feeling for alaska and the cold and snowy and yet big open land with the pine trees and mountains but im destined to live in southern california,anger
4819,i think people reject their feelings because they re terrified of them but the truth is that once you see that you can t die from them and that they actually go away they re not so scary,fear
4820,i was feeling adventurous and took the stairs,joy
4821,i need to feel the dough to make sure its just perfect,joy
4822,im feeling cranky,anger
4823,i try to approach this thing called nature which is something im feeling a bit envious about,anger
4824,i feel more happiness and are more peaceful,joy
4825,i won a car in a prizecompetition the moment i was informed about it,joy
4826,im really feeling skeptical about clinique products,fear
4827,i feel like the dust in me has been shaken and still has not settled,fear
4828,i surround myself with bible verses that help me to transcend to a space where i feel safe and secure,joy
4829,i feel super glued to my bed,joy
4830,i don t feel insulted because it doesn t sound insulting at all,anger
4831,im feeling abit uncertain now,fear
4832,i feel there are some who still wants us together and i im being rebellious,anger
4833,i do know the next time im having a glass of red wine im tossing a big ol ice cube in it and if im feeling really rebellious i may not even swirl the glass or sniff it and i recommend you try the same thing,anger
4834,i woke up feeling confident and watched the bodypump dvd to gather some coaching tips and compulsory cues,joy
4835,i first entered the clinic i feel very welcomed by the beautiful ivory themed furnitures because the whole clinic look very clean spacious and professional and the cheerful consultants awaiting for me at the reception with a smile of course,joy
4836,i feel so cranky irrationally,anger
4837,i can control is me and if people feel that i wronged them i will try my best to fix it but some people you cant make happy,anger
4838,i feel energized and eager to write tomorrow,joy
4839,i want to feel playful and open and vulnerable and have a great time,joy
4840,i feel theyre very cute and useful,joy
4841,i write on my blog here that i want or i am going to do something i feel more pressured for want of a better word to do it,fear
4842,ive had a feeling of being satisfied with the performance of my car,joy
4843,i was getting motivated about losing weight and getting healthy and wearing that outfit and feeling fantastic,joy
4844,i couldn t hear the whir of its motor or feel the stir of cool air,joy
4845,i feel so blessed just to be her mom,joy
4846,i can make and one that i feel i am called to make to my sweet jesus who sacrificed everything for me,joy
4847,i giggle nervously when i feel threatened,fear
4848,i feel helpless because i cannot stop it,fear
4849,i burst out feeling shaken because i was pretty sure i d just hit a bird,fear
4850,i feel grouchy now the football fans have woken me up from the customary sunday siesta,anger
4851,i had spare gear on the bike to cope with two punctures but was feeling particularly paranoid about the race tyres as i had already had two punctures on the previous three times i had taken them out training,fear
4852,i feel distracted when people think i m overreacted,anger
4853,i feel hesitant to do it since i don t have any experience with programming and all,fear
4854,i feel ecstatic because no more homework,joy
4855,i feel uptight my day is complete when hes around i feel so right a little nervs i dream about what we can do date and all the things we can pursue wedding i always dream that your mine very day min,fear
4856,i just feel you so so dont be afraid naega deo apaya hae and pray again dasi neol chajeul su itge sigani heureulsurok gaseumi apawa i need you go back in time dan hanbeon manirado forgive my sins wo doedollil suman itdamyeon i gotong ttawin naegen so so sloth,fear
4857,when i was attacked by a teenage boy and had my wallet stolen,fear
4858,ive ever invented hail ember and flake are probably the three that are the most me so this story feels especially vulnerable,fear
4859,i feel like i can trust them though seeing how they can understand how other women can be bitchy and neither of us want to deal with that shit,anger
4860,i can stay awake whole night feeling all energetic and stuff,joy
4861,im feeling rebellious for the sake of being rebellious,anger
4862,i did feel scared now,fear
4863,im trying to be positive and i feel positive,joy
4864,i am feeling afraid cos he isnt answering me again,fear
4865,i have been taking it slowly going at my own pace and not feeling pressured to finish or catch up and im not looking for a miracle cure,fear
4866,i feel my mom is simply feeling greedy is the lack of this reaction when her mom left the same type of will,anger
4867,im feeling stressed retail therapy is the way,anger
4868,i know i am not alone when i say i often feel rushed,anger
4869,i had not yet gotten married and that coupled with the pressures of being a senior pastor coupled with the reality of my glaring inexperience made me feel quite stressed,anger
4870,i feel petty posting with my own complaints right now because its not like i was kidnapped when i was years old and forced to make easter creme eggs for the rest of my life,anger
4871,i feel so invigorated when its cold,joy
4872,i put my leg around yours and wrap my arms under yours for me to feel safe again,joy
4873,im feeling particularly dangerous a chocolate cookie,anger
4874,i feel have wronged me,anger
4875,i feel like i need to tattoo that peggy o mara quote onto my arm so i ll see it next time i feel disgusted disdainful or disappointed by my children s behavior,anger
4876,i learned in month of us manage to find another company and feel much peaceful without a boss who drunk and yell to his staffs,joy
4877,i attempted to call my mom to talk to her but she answered the phone with suck fake regard for my feelings she had her jolly voice on and i just told her nevermind and she said okay i have a couple guests walking through the door so i have to go and feed them some pie,joy
4878,i feared i would feel resentful of her or this process but i dont and i am so happy about that,anger
4879,i woke on saturday feeling a little brighter and was very keen to get outdoors after spending all day friday wallowing in self pity,joy
4880,i feel simultaneously superior and inferior to each other writer and i wish i could take back some off the things i said,joy
4881,i ignored her minor tantrum and jumped down from the table beginning to pace again and feeling agitated,fear
4882,i just feel like being sarcastic and mean and all because history paper is overrrrrrrrrrrr,anger
4883,i felt this coming on and i didn t do anything about it no it s the p docs fault because i mentioned feeling irritable at our last appointment and he didn t do anything about it,anger
4884,im feeling font friendly,joy
4885,im fine mary anne answered feeling a little impatient,anger
4886,i mean as a group thing it felt good to get in there and add something relevant for us but im still not really feeling delicious as a tool for me,joy
4887,i believe in you moment we all feel til then it s one more skeptical song,fear
4888,i also love seeing a star emerge and i feel like in a few years everyone is gonna know and i can be one of those people who says obnoxious things like bah,anger
4889,im just happy to be feeling something because for the last few days ive felt pretty,joy
4890,i can no longer wear my t shirts without feeling like i m supporting a totally different band,joy
4891,i didnt feel as obnoxious as before when i didnt feel like doing anything but sulk,anger
4892,i suppose i m feeling a little sarcastic about today s holiday,anger
4893,i always feel a little shy in those situations and then nervous that my shyness is making me seem aloof,fear
4894,i would have liked to go but that i wouldnt leave without reason because that would feel highly uncomfortable,fear
4895,i personally feel that this is not a acceptable piece of art but i feel this does test personal moral and ethical views in people,joy
4896,when i nearly caused a traffic accident with my car,fear
4897,i was feeling optimistic and actually ran the first couple miles at probably a pace,joy
4898,i hear such stories i feel cold,anger
4899,i feel as if i m one of the stubborn ones,anger
4900,i don t feel bothered about it getting credit equals getting debt and i have no interest in doing that again,anger
4901,i feel stressed out i would watch movies alone or just walk on the streets alone,anger
4902,i basically feeling a bit grumpy most of the time coz i was hungry,anger
4903,im under a lot of stress and feeling overwhelmed,fear
4904,i had to get up soon for choir so i dealt with the feeling of a headache thats not killer but could get that way if you angered it for most of the evening,anger
4905,i didnt feel scared at all,fear
4906,im feeling very uptight right now,fear
4907,i feel like he is snobbish snooty gauche a drunk and offensive,anger
4908,im feeling a little bit more positive now as things were quite hard at first as my savings were eaten up quickly with costs and i didnt want to become a burden to my boyfriend but weve come out the other end and im feeling brighter and more inspired about things to come,joy
4909,i work out i feel invigorated,joy
4910,i began training in january or at least mentally preparing myself to train and can remember specifically feeling apprehensive about the running a spring marathon,fear
4911,i feel frightened to be a citizen of india where honest performances are neither recognised nor appreciated,fear
4912,i feel offended if you question my results as unfair saying that i am lazy and all so why,anger
4913,i pray that each of you who is hurting or feeling afraid tonight finds peace and soon,fear
4914,i never realized just how awful my mother has been feeling about her lack of energy and independence until i had this operation and have been so wimpy and tired,fear
4915,i could walk at a slow pace browse each booth as long as i wanted and dart in and out of the shops on main street without feeling rushed,anger
4916,i could listen for hours without feeling either threatened or the slightest bit shocked,fear
4917,i hate getting behind because then i feel pressured to get it all back up to date so i can move on to other projects,fear
4918,i feel like this way i would be less bothered,anger
4919,i must not feel complacent,joy
4920,i can also song write without feeling all bashful about it and play music and my guitars without anyone telling me to turn it down,fear
4921,i believe that what was displayed is a deep emotional yearning for semblance of normality peace since it appears the dancing arabs did not feel threatened by a fully armed soldier,fear
4922,i feel the calm,joy
4923,i understand but i feel like i hated my friends,anger
4924,i feel bitter theofilou said of the lack of support to nods of agreement by kastrioti who waited for her turn to board,anger
4925,i would feel resentful toward patrick because i couldnt read avery her nightly books with just her and me,anger
4926,i was going crazy thank god i have a craving for fruits and chocolate it made me go out in the cold with a gross wind blowing in my neck feeling mad and angry and crappy,anger
4927,i go to the range i feel like im like russell crowe in robin hood or merida in brave,joy
4928,i feel you i can t take more than mg of seroquel either because the restless leg syndrome keeps me awake all night,fear
4929,i thought i wont be affected by how youre thinking feeling but the petty side of you digust me,anger
4930,i feel everything around me is fucked everyone around me is falling to pieces,anger
4931,i already have my christmas trees up i got two and am feeling festive which i m sure is spurring me to get started on this book,joy
4932,i feel like being distracted,anger
4933,i generally don t eat a lot of junk it is mostly stress eating but as i become more comfortable with the child care i am feeling less stressed and eating less junk,anger
4934,i feel that being faithful isnt enough in your eyes,joy
4935,i feel nervous when i think about going to australia though i feel exited at the same time,fear
4936,i feel like a snow globe that has been all shaken up and i m still waiting for the dust to settle,fear
4937,i feel like it gave me a lot of valuable information on ways i can improve my skin in the present and maintain and improve it in the future,joy
4938,i feel impatient to do a final post after four more weeks with tangible results so far its exciting to see how far the philips reaura can go in terms of firming and smoothing,anger
4939,i feel really greedy but i like hogging him,anger
4940,i am thankful for feeling useful,joy
4941,i feel about this band perhaps i m too distracted by the hardcore dancers flailing around,anger
4942,i should feel like successful independent woman a la destinys child no,joy
4943,i feel rediculous and petty and yet justified,anger
4944,im feeling a bit apprehensive but excited as well,fear
4945,i hesitate to give out stars for any books because i feel that giving it stars is saying that it is absolutely perfect and there are no improvements to be made,joy
4946,im awake as usual at am and lie there feeling reluctant until am when i get up and slink around in the dark getting dressed,fear
4947,id actually been feeling less hostile towards ms than a lot of my linux using brethren lately,anger
4948,im feeling quite pleased this week,joy
4949,i feel like i m uncertain about things i was once so certain,fear
4950,i feel scared because i dont know the students and the teachers,fear
4951,i know he s feeling to me is sincere so i could tolerate these small trouble but i can t stand his this character in the performance of the sex life of husband and wife,joy
4952,i did feel a bit like i was being mircowaved which wasnt an entirely pleasant feeling,joy
4953,i can t get past is that feeling when a friend walks out of your life and you re unsure why that feeling of not being valued or important enough,fear
4954,i feel as though there has been some divine intervention on my behalf,joy
4955,i walked away feeling inspired and excited about realistic things i could do to increase my blog s chances for being found,joy
4956,i also feel terrified but i ve found that since i ve started saying i m terrified out loud i feel less terrified,fear
4957,i feel really fucked up why do such things always happen to me,anger
4958,i watched firefly and serenity again lately as id given up on it with mixed feelings before and it seems to be quite popular,joy
4959,i feel hesitant to share something i know and have experienced personally that can offer hope amp eternal life,fear
4960,i feel like now i have the opportunity to become smart to embrace knowledge and really learn about everything i have daydreamed of learning,joy
4961,i say that to myself when i am unsure or feeling insecure about what others think of me,fear
4962,i feel like ive got a handle on trusting my instincts,joy
4963,i too feel hopeful for the coming year,joy
4964,ive to admit im feeling excited yet so unprepared for the surgery,joy
4965,i did on weekends was sleep and feel bitter about the world,anger
4966,i just feel cold and drained all the time im either hungry or tired or cold at the moment and it sort of sucks,anger
4967,im feeling doodly playful artistic hungry puzzled trendy stellar and wonderful,joy
4968,im sure its a great film but i guess i wasnt feeling too appreciative and just had a long day,joy
4969,i did feel ecstatic as i no longer belong to that school,joy
4970,i know who all think this way so i ve always feel skeptical about painting my nails red since i also have light skin so the red is really going to stand out is there a cute way for a year old to wear red nails without looking like she s trying too hard or looking like a hooker,fear
4971,i would also feel threatened by the ease with which private information could permeate the system,fear
4972,im feeling insecure and sad because i dont know what to do with my book,fear
4973,i used to think that men needed their women to like and respect all their friends and family in order to feel respected themselves,joy
4974,i was feeling for the horses cooped up and determined if we got even a little stretch of weather i was going to see that each and every horse got a chance to get outside,joy
4975,i feel as though sometimes i can be more clever than average,joy
4976,im feeling hesitant to put much else into words,fear
4977,i didnt expected to be that much addicted to the nicotine before ive experienced all withdrawal symptoms feeling irritable and so stressed going mad with cravings inability to concentrate dry mouth trouble sleeping i wake up every night at a,anger
4978,i wanted other women to feel envious of my figure and say oooh youd never guess youd just had a baby,anger
4979,i view jesus as a human being through whom i and others feel weve encountered the divine i dont view him as a superman,joy
4980,i feel like i should continue with the bridge lessons since continuity is going to be vital if i m to learn this game,joy
4981,im feeling really shaken up today my stomach hurts ibleeditout i ran into some friends and kodi has been a complete brat,fear
4982,i know its the lot of the dumpee to feel slighted jealous unable to move on depressed angry and a whole bunch of other negative emotions that stem from the whole rejection and sometimes replacement involved in the break up process,anger
4983,i was feeling brave when i bought it and clearly when i was doing my makeup,joy
4984,im feeling the world spin around me while im in bed only after a couple of glasses of wine which doesnt do this to me im getting suspicious,fear
4985,i should just relax for now but it feels so distinctly strange for me,fear
4986,i feel so jakun that amused me for whole minutes,joy
4987,i know what it feels like to face irate customers,anger
4988,i am feeling a little skeptical today,fear
4989,when in a car accident where car was total wipe off wipe out,fear
4990,i wonder if she can pick up the stress im feeling when im trying to feed her and terrified of getting bitten because shes not feeding much,fear
4991,i dunno the word im even looking for i guess because im not exactly how i feel im selfish i know,anger
4992,i ended the episode feeling really pissed,anger
4993,im feeling fine,joy
4994,ive just spent the last half hour feeling ridiculously angry over insensitive comments from my partner but that all changed a few minutes ago to real pride over how much i have changed,anger
4995,i do feel welcomed,joy
4996,i wish i knew how he was really feeling aside from reading the nervous twitches,fear
4997,i seem to wake up every day recently feeling immensely irritable and i cant quite work out why,anger
4998,i am left tonight feeling so hopeful for the future of the orphan crisis in this country,joy
4999,i am also not a perfect girl friend and im always a disappointment always feeling so doubtful and always putting you through a hard time with my mood swings and sudden outburst of low emo mood,fear
5000,i can however tell you that it will hurt you will be humiliated and you will feel wonderful afterwards,joy
5001,i feel less keen about the winston churchill quote really i feel less keen about the winston churchill quote a href http www,joy
5002,ive predicted angle to win and im feeling slightly less grumpy than when i wrote that lets say that gallows wins clean here to keep things tight,anger
5003,i have to report and suddenly your author feels bashful for his maniacal rants,fear
5004,im not trying to disagree with same sex intercourse or what to me it just feels weird gt,fear
5005,i feel hesitant to be putting the words on this page feeling like every time i hit a key i am tempting fate to take this away from me,fear
5006,i feel rebellious because i don t particularly like watching romcoms but i get the feeling that i may be pretty good at writing them,anger
5007,i just feel like its rude,anger
5008,i know is that right now i feel like i am still in th grade trying to be as useful as my little legs will let me be,joy
5009,i am left feeling rather distressed and torn,fear
5010,i could look it up and act like i know what it is and lie to you about it and feel smug in my know it all ness but frankly i m way too lazy for all that,joy
5011,i feel i am not that sociable enough thus for friends wise i guess i do not miss most of them,joy
5012,i feel some weird plantar fascitis y thing,fear
5013,i hadnt read on a blog before and you guys i feel thrilled that i know you at all,joy
5014,i also told my cousin that i feel like the other family members do not know how to talk to me or are afraid to talk to me,fear
5015,i dont hate you i just honestly feel so bitter towards you atm,anger
5016,i am just feel so shy cause i realized those people behind me just didnt dance and look at us gt,fear
5017,im feeling distracted and a little bit flighty,anger
5018,i stand by that he is actually annoying giggle i also acknowledge that i have been feeling very dissatisfied,anger
5019,i feel very confused and cant stop myself from digging in a bit more,fear
5020,i am feeling bitchy cross whatever,anger
5021,i feel weird when yuuki talks to other girls,fear
5022,i feel like im putting an innocent man on death row,joy
5023,i bring these to mind and feel the joyful laughter well up within my heart it becomes hard to remain weighed down by the heavier negative feelings,joy
5024,i feel more useful,joy
5025,i feel fine read the rest,joy
5026,i go back to that day however and hear jesus words the son of man has authority to forgive sins on earth i feel electrified and doubtful,fear
5027,i did the yelling the feeling of being extremely mad,anger
5028,i guess i feel insecure and anxious,fear
5029,i can t hate too much because i feel like she s looking pretty damn flawless in these pics,joy
5030,i feel like there are people out there on the internet that have issues with my online friends and then expect me to be hateful or mean to them as well,anger
5031,i feel satisfied with the manner in which i have settled in to my new school and feel that i a now in a position to slowly weave my magic,joy
5032,i have noticed that if i go with out i start to feel irritated at him or easily annoyed by the things he does i feel this tiny ache inside of me almost unnoticeable the first few days as if a tiny hair had burrowed its way into my foot,anger
5033,i was feeling a little adventurous and ordered the seafood paella and lemonade and after the drink arrived i kicked myself as i should have ordered a glass of sangria,joy
5034,im not feeling violent im feeling creative with weapons,anger
5035,i feel bitter to see what i ve become,anger
5036,i feel very socially anxious around these ladies,fear
5037,i feel very apprehensive to adopt labels and to even identify myself as queer it seems that im still quite unclear on that subject and it keeps me feeling separate from the queer community like joel,fear
5038,i did not sleep better my food did not taste better my thoughts were not clearer i did not feel more vigorous i was in essence pounds of body and mind almost exclusively devoted to thinking about the cigarette i wanted but could not have,joy
5039,i am feeling rushed or overwhelmed to have the perfect house that my brain explodes and all proper decision making skills get lost in the debris,anger
5040,i cant help but feel suspicious of everything,fear
5041,i do sometimes feel as if i am a little unsure of who i am and how independent i really am,fear
5042,i drive home i feel like a petty thief having just stolen the exposures crudely stuck in my camera from the ancients,anger
5043,i feel a bit dissatisfied with my current network,anger
5044,i understand that every memory is something precious and that i should cherish it but at the moment i feel disgusted at how i had become during that time of my life,anger
5045,i don t know if he knew about buffy but i for one was feeling nervous about how the whole multiple dogs on a flight thing was going to pan out,fear
5046,i did feel complacent that now in britain with the immediate rain life would be that little bit more familiar but nonetheless i have the memories the photos and now i have a goal to work for my gap year and i would be working on that as early as saturday when i would be earning,joy
5047,i feel helpless as her mother i should be able to take the pain away as a small child i could do this but she is a young adult now the same age i was when i had her and it hurts to see her in pain,fear
5048,i mean weve been friends for a long time and these things are not new to me but right now it feels like all i ever want to do is just roll my eyes at everything you say and tell you how obnoxious youre being,anger
5049,i feel that im not talented in baking,joy
5050,i often fought feelings of hopelessness because of our seemingly helpless financial situation,fear
5051,i get frustrated when i know that some of the things i am thinking or feeling are very very petty so i try and limit myself to opinions that have some sort of validity,anger
5052,i brought up privately a couple weeks ago that i felt targeted after feeling frustrated and belittled,anger
5053,i remember feeling annoyed but also wondering if i shouldn t stop and buy something,anger
5054,im sick of the fact that in the few and far between times i feel i can depend on someone because i am so stubborn and proud never want t but sometimes it happens they let me down,anger
5055,i realized this weekend that i am feeling somewhat apprehensive about this surgery,fear
5056,i am waiting for a feeling that special feeling that makes life easy and bearable,joy
5057,i have to admit that i was feeling distracted by the fact that i was blocking traffic,anger
5058,i was taunted by the ability of feeling threatened from weakness of frailty beneath this exterior of human existance lies a woman wanting nothing but a man needing his warmth and masculinity,fear
5059,i feel that in order to prevent a lot of this company violent manager should have to have some sort of formal training as well as mental evaluation,anger
5060,i dont know what mediation means to everyone else but to me this process only has value if i freely express how i feel and as this will inevitably leave me feeling vulnerable and exposed the longer the delay the more i can feel anxiety building,fear
5061,i feel delighted toward something it could be an acheivment i did or my surrounding or even unexpected event that happen to me,joy
5062,i have a feeling something startled her but either way she started on my shoulder and ended up across the room a very slow flutter mind you,fear
5063,i also get to feel proud of my weight loss which when completed in a few months time i will have lost around kg which is approx pounds,joy
5064,i just feel strongly that i cannot condone violent methods to achieve a political goal,anger
5065,i feel skeptical about the sustainability of that,fear
5066,i look at him i feel disgusted and some what annoyed by his actions,anger
5067,i feel like a confused year old that has no control,fear
5068,i may attempt a hair coloring session later if i m feeling brave crazy saturday nights over here,joy
5069,i don t really feel all that bothered by it to be honest,anger
5070,i can do all things through christ who gives me strength is a lovely little verse that i repeat over and over when im feeling a little unsure about something,fear
5071,im sure ill also feel a bit nervous,fear
5072,i feel that the thighs are being stubborn and not going away at the same rate as stomach arms or butt,anger
5073,i have spent the last few weeks feeling sort of uncertain if you will,fear
5074,i might have a potential job on the line so i m feeling generous,joy
5075,i was feeling extremely agitated after coming home from china,fear
5076,i have a sense of both in my mind s eye i feel that divine energy way up aloft and i experience its reflection in me sometimes like a rare sunny day in a rainy climate,joy
5077,i do feel like it is fine to have sex but you should be fully aware of what happen due to that action and know about different types of protection there is to prevent pregnancy,joy
5078,i make an arcade i have a very simple purpose and that is to try to make it feel absolutely comfortable physically emotionally practically and absolutely,joy
5079,i think my feelings remix is the result of how neurotic i can be,fear
5080,i feel as if these words are petty so i am telling you now that my actions are going to speak louder than my words ever will be able to,anger
5081,i feel all shaken up and im waiting for things to settle,fear
5082,i have certainly been in places where i did not feel welcomed and i made a point to go on to a place where i did find that feeling of welcoming,joy
5083,id feel better later in the school year,joy
5084,i feel so despised and i feel this world is crumbling onto me again,anger
5085,i am feeling inspired to write a parody piece but not today as i have been in too much of a bad mood,joy
5086,i still feel that way because im stubborn like that but those people who were spazzing out are the ones with dates now,anger
5087,i feel so shaken and guilty for not being a better mother and shielding my offspring from this health problem,fear
5088,i feel i was intimidated by the college and people at home,fear
5089,i feel like i am gaining strength quickly and could probably start to ease back into running now but i am pretty much scared silly,fear
5090,i use it regularly with relaxing music and always feel invigorated afterward,joy
5091,i was feeling at the start didnt want to move much at all was really glad to experience this glimpse into the sort of vibrant energy i will gain through out the year,joy
5092,i feel very excited for my familys future,joy
5093,im also feeling a gorgeous nail of the day coming up with a concoction of these three when ive soaked my pale bod in some fake browness so watch out for that coming up very soon,joy
5094,i get one i feel like i need to either even things out by immediately giving one back or make things even less even by using a comeback as if i was just insulted,anger
5095,ive always been a giver not a taker i feel selfish in considering this idea,anger
5096,i feel the language of the warning is pretty benign but i am open to your suggestions on how to improve it,joy
5097,i feel less and less the feeling of fear and being afraid and scared,fear
5098,im feeling a much more festive with the tree in,joy
5099,i checked on you was a long time ago i can say you were happy way back then feeling contented with everyone and everything around you,joy
5100,i this feels rebellious to me,anger
5101,ive been feeling immensely overwhelmed,fear
5102,i feel just insulted,anger
5103,i wont feel resentful or smothered or annoyed,anger
5104,i feel and yet your still hesitant to tell me,fear
5105,i feel rebellious even,anger
5106,i feel a part of the family of the universe rather than fearful of it,fear
5107,i did feel for her but honestly i was just too glad to have some kind of salvation from the merciless sun,joy
5108,i feel a little uptight because i have to really be conscious and careful about everything that happens,fear
5109,i can describe what happens to me is that i feel shaky,fear
5110,i feel disgusted with my jealousy and should stop taking example so offensive,anger
5111,i know in advance then i am fine with it but if i make plans and they change or fall through i end up not knowing what to do with myself and feeling very restless and angsty,fear
5112,i could be really screwed just on waiting for a sitter so i was feeling stressed,anger
5113,i can never fall in love with anyone because my feelings make me too dangerous,anger
5114,i imagine you re going to come away from it feeling a little jealous you can t quite,anger
5115,i am happy with the news comeback i am feeling agitated with some fangirls,anger
5116,i was just feeling so annoyed about everything,anger
5117,i dont feel as carefree as i used to and this worrys me a tad,joy
5118,i am wondering if i am feeling brave enough to make them for gifts,joy
5119,i feel this distraught i am thankful that the weather is improving so much,fear
5120,ill feel uncomfortable although i always heard people or friends around calling their loved one honey babe my angel darling peaches pickle gt,fear
5121,i just love the feeling of something warmly hugging you and feeling so precious and small precious to someone something,joy
5122,im supposed to be excited about my tattoo today but instead all im feeling is pissed off,anger
5123,i was feeling paranoid tonight so i had to check my blog stats,fear
5124,ive gotten so used to hearing from david all the time i havent heard a lot from him tonight he stayed over last night and as a result im feeling a little paranoid,fear
5125,i was wondering why i was feeling so ecstatic,joy
5126,im feeling slightly intimidated,fear
5127,i feel like hed think that was pretty cool because i certainly do,joy
5128,ive been feeling really energetic at night and honestly i needed this,joy
5129,im also pretty close to just exiting out of the window because i feel like this makes me look freakishly neurotic,fear
5130,im sure she left feeling angry and unhappy but she also caused members of staff to feel angry aggressive and upset hurt as her final say was a personal attack to say we were awful individuals with bad attitudes,anger
5131,i feel to write something is making me reluctant,fear
5132,i didnt feel safe in my room because the argument was going on in my room and things were getting rough,joy
5133,i do not feel like i am intelligent enough to be a teacher,joy
5134,ive been feeling the demands of my three beloved males pushing and pulling spinning me around as i dance to the beat of their drum,joy
5135,i feel these divine forces so strongly sometimes i wonder if agnostics atheists and judeo christian fundamentalists have any feeling or excitement in their hearts,joy
5136,i thought he was just the type that doesn t show his feelings i laughed and convinced myself that i don t know what s happening beyond closed doors so who am i to make conclusions,joy
5137,i can t stop thinking about it i feel paranoid like they re judging me i know they re probably now but i just feel that way,fear
5138,i should have known better if you are traveling with the military and you feel satisfied there is definitely something wrong,joy
5139,i feel genuinely wronged,anger
5140,i prayed for love for the people that i was feeling bitter towards and that they would find what was best for them,anger
5141,i am feeling grouchy,anger
5142,i start feeling myself getting overwhelmed or frustrated i have tried to open up more about it instead of pushing it down deep slapping on a fake smile and waiting until i boil over,fear
5143,i am feeling brave we will go somewhere further afield like a walk in the woodlands around a farm to the beach or some other full day activity,joy
5144,im just feeling relieved to have picked up our boy before they shut the place down and seized the dogs and happy to have gotten him out of there,joy
5145,i feel pretty terrified immature and not ready,fear
5146,i didn t feel well,joy
5147,i would feel helpless feeling of wronged frustrated and misunderstood,fear
5148,i don t feel that talented at impacting how things end up at the moment,joy
5149,i finished blogging i was feeling shaky and checked my level to see a,fear
5150,i feel so resentful about having to take care of us and not getting to do what i want to do,anger
5151,ive decided to intentionally make it easier on myself even though it makes me feel wimpy admitting that is the reason but this girl does have to work a day job,fear
5152,i hopped on the scale this morning feeling none too optimistic,joy
5153,i feel very agitated just sitting here,fear
5154,i got on and was nervous feeling very timid and shy but after a while we were talking like weve known each other our whole lives,fear
5155,i am not amazing or great at photography but i feel passionate about it,joy
5156,i know you contributed to my success but i am just feeling petty enough today to ignore those contributions,anger
5157,i can t believe all the newborns that i ve photographed with heads full of dark hair but i am feeling just a little envious because my babies are bald and blonde as they come,anger
5158,i feel determined to offer her all the possibilities that my parents gave me to explore and create my own path,joy
5159,i feel like im actually supporting myself by making use of what i know and love,joy
5160,im feeling enraged at another persons actions i have to consider what i was thinking about in the moments prior to the incident,anger
5161,i just feel sooooooooooo fucked up at this moment,anger
5162,i feel sexually threatened because some guys can be assholes fuck you of course im going to be a bitch and do whatever i need to do to get my ass out of the situation,fear
5163,i feel uglier and more strange deformed and awkward looking than i had already felt,fear
5164,im currently struggling with feeling offended at my drs office worried about my body and what the heck is wrong very seriously contemplating getting my tubes tied and then the normal everyday things that occupy our minds at any given time,anger
5165,i often feel dissatisfied with such discussions partly because of the persistent everyone is beautiful nonsense but partly because they rarely go past the effects of advertising on body image,anger
5166,i am not hausa but i feel offended especially as the crazy motorcyclist who is now getting up from the ground like nothing happened bears no resemblance to anyone from the north,anger
5167,i was feeling too agitated to read and it was too hot out to walk,anger
5168,i feel so honoured and luckily for me i get to post cards,joy
5169,i have to tell you that i feel insulted,anger
5170,i feel like garbage i cant think about being thankful right now it hurts too badly,joy
5171,i dont know about you guys but i certainly feel fabulous about myself,joy
5172,i also feel angry and mad and bitter because we nor anyone should have to do it,anger
5173,i feel that as we study him we find that he was indeed a perfect example of what any christian and especially a latter day saint should be,joy
5174,ive been feeling so anxious and nauseous and tired but also so elated that some nights its all i can do to crawl into bed,fear
5175,im really excited for her birthday but feeling super nostalgic about it,joy
5176,i have finished reading i am feeling so insecure,fear
5177,i feel everything is in control then i am ok,joy
5178,i often refer to myself as being weak im not sure what i mean exactly when i say it but i do know that when i reflect on the past two years i feel strong strong and accomplished,joy
5179,i feel superior because i actually know who their president is,joy
5180,i have been feeling agitated about lately,anger
5181,i want to be recless but im feeling so uptight put your mamma in a headlock baby and do it right whooooos got the crack whooooooooos got the crack whooooo s got the crack whos got the craaaaaaack,fear
5182,i liked that ros is not intimidated by anna s wealth and that anna doesn t feel guilt or superior about her wealth and that she enjoys it,joy
5183,i feel its casual and straight up,joy
5184,i feel pretty weird about that considering what my friends and colleagues in nyc and new jersey are going through but it s just the reality,fear
5185,when i saw my family after a separation of one year,joy
5186,i feel suddenly startled catch my breath and think it could be any day,fear
5187,i havent gotten them yet because i still resent paying dollars for a procedure that wasnt fully successful and since i wore glasses for years i feel ive been tortured enough,anger
5188,i can fail so im feeling pretty relaxed about them,joy
5189,i feel like i have been rather unkind to it,anger
5190,i feel honoured to become a journalist on his blog dedicated to this amazing song contest which is eurovision,joy
5191,i love the way he talks sometimes i feel shy when i was inside him,fear
5192,im not sure if what im feeling is so extremely vulnerable or now that i feel so depressed and sad,fear
5193,i love taking in peoples smiles the way children giggle the gorgeous way little ones move closer to their moms if strangers smile at them and they feel scared the way teenagers are boisterous and full of life and hopes,fear
5194,i feel the cold more than him,anger
5195,i do feel a little bashful about it,fear
5196,i gotta feeling da bul taewuhbeoryeo burn it up i gotta feeling niga ulbujitneun nal ah neoneun wiheomhae gal ttaekkaji gatsseo get away woooo becuz i m cuz i m dangerous b,anger
5197,i feel really damn terrified and rushed to my classroom where my friends are playing and joking around,fear
5198,i can listen to it and feel dissatisfied,anger
